t, ref_c, dmm_c, humidity, v
1689102008.7646487, 23.962, 40.6865, 53.228, 7.045668408E+00
1689102010.1830184, 23.972, 40.6853, 53.238, 7.045669423E+00
1689102011.6014853, 23.969, 40.6861, 53.24, 7.045670144E+00
1689102013.0200045, 23.966, 40.6856, 53.249, 7.045670045E+00
1689102014.4385142, 23.966, 40.6852, 53.271, 7.045669120E+00
1689102015.8568492, 23.963, 40.685, 53.278, 7.045669316E+00
1689102017.2756, 23.96, 40.6853, 53.295, 7.045668398E+00
1689102018.69387, 23.974, 40.6851, 53.307, 7.045670241E+00
1689102020.112194, 23.963, 40.6847, 53.333, 7.045669137E+00
1689102021.5307062, 23.969, 40.6848, 53.353, 7.045669389E+00
1689102022.9492168, 23.971, 40.6852, 53.366, 7.045670541E+00
1689102024.3677828, 23.977, 40.6843, 53.382, 7.045672041E+00
1689102025.7860572, 23.972, 40.6837, 53.406, 7.045669745E+00
1689102027.2046173, 23.979, 40.6842, 53.43, 7.045668318E+00
1689102028.6230621, 23.98, 40.6842, 53.444, 7.045668361E+00
1689102030.0416024, 23.98, 40.6842, 53.467, 7.045668221E+00
1689102031.459906, 23.983, 40.6837, 53.487, 7.045667643E+00
1689102032.878468, 23.985, 40.6837, 53.502, 7.045668448E+00
1689102034.297011, 23.988, 40.6834, 53.522, 7.045669955E+00
1689102035.71529, 23.985, 40.6828, 53.543, 7.045669153E+00
1689102037.1337786, 23.986, 40.6825, 53.558, 7.045668115E+00
1689102038.5526278, 23.994, 40.6827, 53.583, 7.045668458E+00
1689102039.9707928, 23.995, 40.6828, 53.598, 7.045668445E+00
1689102041.3893063, 23.997, 40.6822, 53.607, 7.045668697E+00
1689102042.807636, 23.995, 40.6821, 53.629, 7.045667347E+00
1689102044.226154, 23.997, 40.6811, 53.639, 7.045669399E+00
1689102045.6446774, 24.005, 40.6817, 53.654, 7.045668604E+00
1689102047.0629923, 24.003, 40.6818, 53.671, 7.045668984E+00
1689102048.4815, 24.0, 40.6817, 53.697, 7.045668761E+00
1689102049.9000652, 24.009, 40.6811, 53.712, 7.045668737E+00
1689102051.3185103, 24.002, 40.6804, 53.738, 7.045667417E+00
1689102052.7368822, 24.006, 40.681, 53.752, 7.045669303E+00
1689102054.1554246, 24.003, 40.6807, 53.773, 7.045668504E+00
1689102055.5739057, 24.008, 40.6802, 53.796, 7.045668015E+00
1689102056.9922311, 24.005, 40.6799, 53.806, 7.045668248E+00
1689102058.4107258, 24.005, 40.6796, 53.812, 7.045669273E+00
1689102059.829247, 24.003, 40.6799, 53.831, 7.045669147E+00
