t, ref_c, humidity, v
1689112818.3527296, 24.414, 51.271, 1.000065899e+01
1689112819.7710526, 24.408, 51.279, 1.000057983e+01
1689112821.1895752, 24.406, 51.264, 1.000048161e+01
1689112822.6080782, 24.411, 51.265, 1.000041008e+01
1689112824.0264049, 24.401, 51.264, 1.000052261e+01
1689112825.445238, 24.395, 51.255, 1.000041771e+01
1689112826.8634157, 24.397, 51.252, 1.000040817e+01
1689112828.2819872, 24.395, 51.249, 1.000030231e+01
1689112829.7002776, 24.395, 51.248, 1.000055695e+01
1689112831.1187813, 24.386, 51.248, 1.000043392e+01
1689112832.537282, 24.389, 51.241, 1.000043392e+01
1689112833.9556797, 24.392, 51.248, 1.000038338e+01
1689112835.3741524, 24.378, 51.237, 1.000032043e+01
1689112836.792619, 24.394, 51.24, 1.000058556e+01
1689112838.210974, 24.385, 51.243, 1.000049782e+01
1689112839.6295235, 24.38, 51.234, 1.000062466e+01
1689112841.0480118, 24.382, 51.237, 1.000042534e+01
1689112842.4663265, 24.371, 51.234, 1.000067616e+01
1689112843.8848364, 24.372, 51.232, 1.000047874e+01
1689112845.3033335, 24.375, 51.232, 1.000050831e+01
1689112846.7218516, 24.369, 51.238, 1.000052166e+01
1689112848.140254, 24.366, 51.236, 1.000073814e+01
1689112849.5586998, 24.371, 51.23, 1.000072575e+01
1689112850.9772139, 24.362, 51.229, 1.000063419e+01
1689112852.3955631, 24.366, 51.223, 1.000050354e+01
1689112853.8140552, 24.372, 51.22, 1.000067997e+01
1689112855.2325423, 24.363, 51.222, 1.000079250e+01
1689112856.650903, 24.368, 51.22, 1.000070381e+01
1689112858.0693913, 24.371, 51.22, 1.000068188e+01
1689112859.4878855, 24.366, 51.224, 1.000079536e+01
1689112860.9063916, 24.366, 51.212, 1.000078011e+01
1689112862.3247294, 24.363, 51.213, 1.000087643e+01
1689112863.7432384, 24.363, 51.214, 1.000072670e+01
1689112865.1615741, 24.36, 51.216, 1.000070190e+01
1689112866.5800886, 24.362, 51.214, 1.000067616e+01
1689112867.998606, 24.362, 51.214, 1.000053883e+01
1689112869.4171135, 24.36, 51.208, 1.000022602e+01
1689112870.8354366, 24.363, 51.206, 1.000021172e+01
1689112872.2540307, 24.363, 51.204, 1.000018501e+01
1689112873.6724648, 24.359, 51.203, 1.000020313e+01
1689112875.0910308, 24.362, 51.203, 1.000033283e+01
1689112876.5093234, 24.357, 51.199, 1.000022030e+01
1689112877.9278607, 24.354, 51.196, 1.000020409e+01
1689112879.346317, 24.352, 51.203, 1.000030422e+01
1689112880.764645, 24.348, 51.194, 1.000008583e+01
1689112882.1831706, 24.352, 51.187, 1.000008583e+01
1689112883.6016808, 24.34, 51.188, 1.000008106e+01
1689112885.0200589, 24.343, 51.186, 1.000017452e+01
1689112886.4385576, 24.342, 51.184, 1.000030422e+01
1689112887.8570752, 24.337, 51.182, 1.000020504e+01
1689112889.2753792, 24.328, 51.18, 1.000022602e+01
1689112890.6938946, 24.332, 51.179, 1.000014496e+01
1689112892.1124191, 24.339, 51.171, 1.000042534e+01
1689112893.5307243, 24.331, 51.17, 1.000044918e+01
1689112894.9492302, 24.317, 51.171, 1.000045776e+01
1689112896.3677528, 24.319, 51.162, 1.000046730e+01
1689112897.7861013, 24.314, 51.17, 1.000046730e+01
1689112899.204622, 24.314, 51.166, 1.000029564e+01
1689112900.6231112, 24.311, 51.169, 1.000067043e+01
1689112902.041657, 24.302, 51.167, 1.000065517e+01
1689112903.4599354, 24.299, 51.162, 1.000054455e+01
1689112904.8784804, 24.293, 51.171, 1.000064373e+01
1689112906.2969887, 24.28, 51.166, 1.000053596e+01
1689112907.7152846, 24.276, 51.167, 1.000054550e+01
1689112909.133848, 24.279, 51.175, 1.000076580e+01
1689112910.5523124, 24.279, 51.178, 1.000071907e+01
1689112911.970822, 24.273, 51.182, 1.000059128e+01
1689112913.3891556, 24.279, 51.181, 1.000068569e+01
1689112914.80767, 24.27, 51.177, 1.000042439e+01
1689112916.2261646, 24.27, 51.179, 1.000028515e+01
1689112917.6446905, 24.264, 51.179, 1.000024414e+01
1689112919.06304, 24.267, 51.188, 1.000011444e+01
1689112920.4815288, 24.271, 51.183, 1.000022793e+01
1689112921.9000232, 24.254, 51.186, 1.000034046e+01
1689112923.3183508, 24.25, 51.178, 1.000033379e+01
1689112924.736886, 24.241, 51.187, 1.000009632e+01
1689112926.155409, 24.25, 51.189, 1.000019550e+01
1689112927.573785, 24.245, 51.19, 1.000031090e+01
1689112928.9922357, 24.239, 51.194, 1.000018692e+01
1689112930.41076, 24.239, 51.192, 1.000008202e+01
1689112931.8291452, 24.239, 51.198, 1.000024891e+01
1689112933.2476053, 24.23, 51.2, 1.000051022e+01
1689112934.6662502, 24.227, 51.194, 1.000053692e+01
1689112936.0844777, 24.219, 51.198, 1.000055981e+01
1689112937.5030189, 24.219, 51.194, 1.000060844e+01
1689112938.9214585, 24.207, 51.2, 1.000063705e+01
1689112940.339798, 24.21, 51.191, 1.000042439e+01
1689112941.7582896, 24.198, 51.198, 1.000056171e+01
1689112943.176821, 24.202, 51.196, 1.000059032e+01
1689112944.5951617, 24.204, 51.205, 1.000047779e+01
1689112946.0136538, 24.196, 51.202, 1.000061417e+01
1689112947.4321659, 24.19, 51.201, 1.000090027e+01
1689112948.8506653, 24.195, 51.205, 1.000077152e+01
1689112950.269002, 24.199, 51.206, 1.000076771e+01
1689112951.6875198, 24.195, 51.207, 1.000088501e+01
1689112953.1060197, 24.192, 51.215, 1.000089264e+01
1689112954.5243666, 24.19, 51.211, 1.000063992e+01
1689112955.9428496, 24.193, 51.219, 1.000076962e+01
1689112957.3613753, 24.193, 51.223, 1.000066280e+01
1689112958.7796977, 24.181, 51.224, 1.000061321e+01
1689112960.1981885, 24.179, 51.228, 1.000072861e+01
1689112961.6168084, 24.176, 51.229, 1.000070858e+01
1689112963.035061, 24.169, 51.224, 1.000059795e+01
1689112964.4535654, 24.17, 51.232, 1.000067139e+01
1689112965.8721285, 24.162, 51.224, 1.000067139e+01
1689112967.2906237, 24.159, 51.223, 1.000052261e+01
1689112968.7089267, 24.165, 51.23, 1.000039291e+01
1689112970.1274204, 24.161, 51.229, 1.000060177e+01
1689112971.545957, 24.15, 51.238, 1.000036907e+01
1689112972.9642978, 24.153, 51.234, 1.000060081e+01
1689112974.3827767, 24.15, 51.237, 1.000037384e+01
1689112975.801302, 24.147, 51.229, 1.000048542e+01
1689112977.219631, 24.142, 51.226, 1.000060368e+01
1689112978.6382067, 24.138, 51.237, 1.000036049e+01
1689112980.0566523, 24.132, 51.24, 1.000036240e+01
1689112981.4750187, 24.13, 51.241, 1.000035667e+01
1689112982.8937445, 24.132, 51.249, 1.000025558e+01
1689112984.3120325, 24.136, 51.252, 1.000029182e+01
1689112985.7305791, 24.132, 51.249, 1.000044727e+01
1689112987.1488452, 24.132, 51.255, 1.000060463e+01
1689112988.5674753, 24.136, 51.254, 1.000052071e+01
1689112989.985931, 24.13, 51.259, 1.000065327e+01
1689112991.4042513, 24.124, 51.265, 1.000051594e+01
1689112992.8227024, 24.113, 51.254, 1.000070477e+01
1689112994.2412546, 24.113, 51.254, 1.000060558e+01
1689112995.6597517, 24.115, 51.255, 1.000071907e+01
1689112997.0780823, 24.116, 51.253, 1.000072956e+01
1689112998.4965937, 24.109, 51.252, 1.000070572e+01
1689112999.914938, 24.11, 51.255, 1.000072479e+01
1689113001.333465, 24.098, 51.246, 1.000072765e+01
1689113002.7519364, 24.107, 51.253, 1.000060177e+01
1689113004.170459, 24.107, 51.256, 1.000069237e+01
1689113005.588809, 24.101, 51.246, 1.000059986e+01
1689113007.0072973, 24.095, 51.249, 1.000070286e+01
1689113008.4258168, 24.089, 51.246, 1.000068474e+01
1689113009.8441257, 24.095, 51.239, 1.000065899e+01
1689113011.262638, 24.086, 51.241, 1.000074959e+01
1689113012.6811595, 24.09, 51.243, 1.000073624e+01
1689113014.0995138, 24.092, 51.242, 1.000059795e+01
1689113015.5180109, 24.09, 51.244, 1.000052643e+01
1689113016.936516, 24.084, 51.236, 1.000054359e+01
1689113018.3548272, 24.086, 51.235, 1.000063896e+01
1689113019.7733843, 24.087, 51.224, 1.000041962e+01
1689113021.191943, 24.077, 51.225, 1.000052834e+01
1689113022.6104062, 24.072, 51.225, 1.000063038e+01
1689113024.028716, 24.072, 51.222, 1.000065899e+01
1689113025.447263, 24.063, 51.226, 1.000020409e+01
1689113026.865701, 24.069, 51.229, 1.000022984e+01
1689113028.28412, 24.064, 51.229, 1.000036716e+01
1689113029.7025986, 24.063, 51.23, 1.000035381e+01
1689113031.1210983, 24.063, 51.238, 1.000016785e+01
1689113032.5394297, 24.06, 51.24, 1.000029850e+01
1689113033.9579165, 24.055, 51.244, 1.000032330e+01
1689113035.376453, 24.055, 51.241, 1.000022697e+01
1689113036.7949705, 24.052, 51.248, 1.000035381e+01
1689113038.2133222, 24.043, 51.242, 1.000026989e+01
1689113039.6318262, 24.046, 51.241, 1.000041389e+01
1689113041.0503764, 24.035, 51.237, 1.000051880e+01
1689113042.4686718, 24.043, 51.244, 1.000062370e+01
1689113043.8871899, 24.038, 51.231, 1.000050640e+01
1689113045.3058422, 24.044, 51.23, 1.000051975e+01
1689113046.7240596, 24.041, 51.239, 1.000050449e+01
1689113048.1425993, 24.04, 51.235, 1.000048828e+01
1689113049.5610352, 24.035, 51.228, 1.000061321e+01
1689113050.979376, 24.026, 51.225, 1.000053120e+01
1689113052.3979166, 24.023, 51.225, 1.000050735e+01
1689113053.8164341, 24.014, 51.227, 1.000062370e+01
1689113055.234902, 24.011, 51.227, 1.000062180e+01
1689113056.6532347, 24.006, 51.231, 1.000060463e+01
1689113058.0719635, 24.0, 51.239, 1.000046158e+01
1689113059.4905043, 23.998, 51.241, 1.000056171e+01
1689113060.908797, 23.991, 51.249, 1.000065899e+01
1689113062.3271477, 23.988, 51.25, 1.000037289e+01
1689113063.7455747, 23.988, 51.255, 1.000049305e+01
1689113065.1638956, 23.98, 51.265, 1.000041866e+01
1689113066.5824354, 23.986, 51.268, 1.000033855e+01
1689113068.0009973, 23.986, 51.272, 1.000039101e+01
1689113069.4194794, 23.986, 51.28, 1.000038528e+01
1689113070.8377845, 23.986, 51.287, 1.000043678e+01
1689113072.2563326, 23.983, 51.289, 1.000014496e+01
1689113073.6749077, 23.985, 51.289, 1.000038052e+01
1689113075.093418, 23.974, 51.288, 1.000028610e+01
1689113076.5116813, 23.974, 51.293, 1.000027657e+01
1689113077.9301805, 23.962, 51.291, 1.000028038e+01
1689113079.348715, 23.957, 51.292, 1.000027847e+01
1689113080.7672365, 23.949, 51.29, 1.000041771e+01
1689113082.1858423, 23.942, 51.289, 1.000035858e+01
1689113083.604058, 23.943, 51.292, 1.000037289e+01
1689113085.0226042, 23.939, 51.295, 1.000051308e+01
1689113086.4409168, 23.94, 51.299, 1.000053787e+01
1689113087.859506, 23.937, 51.295, 1.000081062e+01
1689113089.2782538, 23.931, 51.295, 1.000071621e+01
1689113090.6964774, 23.937, 51.305, 1.000060749e+01
1689113092.1147864, 23.919, 51.291, 1.000072765e+01
1689113093.5334117, 23.923, 51.291, 1.000068665e+01
1689113094.951581, 23.917, 51.289, 1.000074100e+01
1689113096.3701558, 23.922, 51.28, 1.000074100e+01
1689113097.7886155, 23.916, 51.284, 1.000073242e+01
1689113099.2071915, 23.903, 51.284, 1.000085163e+01
1689113100.6255147, 23.9, 51.289, 1.000085258e+01
1689113102.0441923, 23.903, 51.283, 1.000061417e+01
1689113103.4624906, 23.897, 51.29, 1.000063992e+01
1689113104.8807971, 23.896, 51.288, 1.000050640e+01
1689113106.2993522, 23.891, 51.287, 1.000037861e+01
1689113107.7178493, 23.884, 51.291, 1.000055695e+01
1689113109.1364028, 23.882, 51.297, 1.000054550e+01
1689113110.5546806, 23.887, 51.296, 1.000040245e+01
1689113111.9732468, 23.885, 51.295, 1.000050545e+01
1689113113.3916776, 23.879, 51.307, 1.000033951e+01
1689113114.8100395, 23.882, 51.301, 1.000027180e+01
1689113116.2285924, 23.868, 51.31, 1.000021267e+01
1689113117.647152, 23.87, 51.312, 1.000021267e+01
1689113119.0653527, 23.864, 51.317, 1.000037670e+01
1689113120.4838655, 23.87, 51.319, 1.000048733e+01
1689113121.9024231, 23.867, 51.321, 1.000037384e+01
1689113123.320962, 23.871, 51.324, 1.000036240e+01
1689113124.7392788, 23.876, 51.328, 1.000037670e+01
1689113126.157835, 23.877, 51.334, 1.000049305e+01
1689113127.5765572, 23.873, 51.328, 1.000028038e+01
1689113128.9947445, 23.874, 51.329, 1.000052357e+01
1689113130.4131794, 23.864, 51.329, 1.000042057e+01
1689113131.8316069, 23.856, 51.327, 1.000044441e+01
1689113133.2501059, 23.859, 51.322, 1.000036621e+01
1689113134.6686244, 23.865, 51.328, 1.000064087e+01
1689113136.08696, 23.862, 51.315, 1.000064564e+01
1689113137.5056407, 23.859, 51.321, 1.000078392e+01
1689113138.924013, 23.85, 51.311, 1.000068378e+01
1689113140.3425384, 23.858, 51.315, 1.000082111e+01
1689113141.7608225, 23.859, 51.311, 1.000059223e+01
1689113143.1795647, 23.858, 51.309, 1.000057983e+01
1689113144.597862, 23.854, 51.315, 1.000056744e+01
1689113146.0162323, 23.858, 51.31, 1.000063038e+01
1689113147.4347422, 23.859, 51.31, 1.000062752e+01
1689113148.8532698, 23.856, 51.307, 1.000057411e+01
1689113150.2716796, 23.848, 51.298, 1.000079536e+01
1689113151.6901958, 23.848, 51.3, 1.000076485e+01
1689113153.1086414, 23.841, 51.298, 1.000074863e+01
1689113154.5270972, 23.844, 51.288, 1.000074673e+01
1689113155.9454036, 23.835, 51.285, 1.000064945e+01
1689113157.3639708, 23.83, 51.274, 1.000058079e+01
1689113158.7824476, 23.83, 51.278, 1.000061226e+01
1689113160.2008328, 23.822, 51.271, 1.000075245e+01
1689113161.6192782, 23.802, 51.264, 1.000049591e+01
1689113163.0378437, 23.804, 51.268, 1.000048065e+01
1689113164.456327, 23.805, 51.27, 1.000056934e+01
1689113165.874674, 23.79, 51.272, 1.000020123e+01
1689113167.2931287, 23.789, 51.276, 1.000026989e+01
1689113168.7118723, 23.787, 51.283, 1.000020885e+01
1689113170.130016, 23.776, 51.283, 1.000038719e+01
1689113171.548523, 23.766, 51.28, 1.000027847e+01
1689113172.9670315, 23.763, 51.281, 1.000026417e+01
1689113174.3855107, 23.761, 51.289, 1.000040054e+01
1689113175.803849, 23.756, 51.281, 1.000015736e+01
1689113177.2226503, 23.743, 51.289, 1.000030327e+01
1689113178.6409056, 23.743, 51.284, 1.000030804e+01
1689113180.0592132, 23.741, 51.295, 1.000045395e+01
1689113181.4778914, 23.746, 51.304, 1.000030518e+01
1689113182.8963583, 23.749, 51.315, 1.000032139e+01
1689113184.3145897, 23.752, 51.312, 1.000024509e+01
1689113185.7330565, 23.749, 51.315, 1.000049591e+01
1689113187.15161, 23.763, 51.328, 1.000040054e+01
1689113188.5700724, 23.759, 51.325, 1.000040722e+01
1689113189.9884927, 23.756, 51.327, 1.000054264e+01
1689113191.40697, 23.755, 51.327, 1.000040627e+01
1689113192.825514, 23.756, 51.319, 1.000040245e+01
1689113194.2437706, 23.747, 51.315, 1.000051117e+01
1689113195.6623034, 23.744, 51.308, 1.000051785e+01
1689113197.0808349, 23.75, 51.303, 1.000079441e+01
1689113198.4992187, 23.746, 51.298, 1.000065899e+01
1689113199.9176338, 23.736, 51.295, 1.000059986e+01
1689113201.3361232, 23.743, 51.289, 1.000051975e+01
1689113202.7545223, 23.741, 51.293, 1.000051308e+01
1689113204.1730292, 23.74, 51.289, 1.000047302e+01
1689113205.5915744, 23.738, 51.289, 1.000068569e+01
1689113207.0100992, 23.74, 51.292, 1.000054836e+01
1689113208.4283464, 23.741, 51.29, 1.000054264e+01
1689113209.8469539, 23.74, 51.292, 1.000039482e+01
1689113211.2654479, 23.735, 51.299, 1.000047588e+01
1689113212.6837528, 23.738, 51.29, 1.000016785e+01
1689113214.102436, 23.743, 51.291, 1.000027943e+01
1689113215.5207326, 23.732, 51.283, 1.000018883e+01
1689113216.9391458, 23.724, 51.293, 1.000042057e+01
1689113218.3576598, 23.73, 51.284, 1.000040913e+01
1689113219.7761278, 23.723, 51.29, 1.000028801e+01
1689113221.1945977, 23.726, 51.279, 1.000017166e+01
1689113222.6129398, 23.707, 51.28, 1.000028706e+01
1689113224.0314322, 23.71, 51.277, 1.000028801e+01
1689113225.450026, 23.706, 51.272, 1.000017929e+01
1689113226.8685436, 23.698, 51.264, 1.000030994e+01
1689113228.2868905, 23.706, 51.254, 1.000037479e+01
1689113229.7054582, 23.698, 51.267, 1.000051403e+01
1689113231.123707, 23.7, 51.265, 1.000042725e+01
1689113232.5421517, 23.695, 51.256, 1.000044727e+01
1689113233.9607017, 23.697, 51.256, 1.000070477e+01
1689113235.3791847, 23.697, 51.264, 1.000062370e+01
1689113236.7975733, 23.691, 51.256, 1.000051403e+01
1689113238.2160757, 23.694, 51.254, 1.000074959e+01
1689113239.6345174, 23.687, 51.258, 1.000057697e+01
1689113241.0531256, 23.681, 51.246, 1.000063515e+01
1689113242.4714527, 23.675, 51.242, 1.000062943e+01
1689113243.889914, 23.671, 51.237, 1.000062370e+01
1689113245.308376, 23.681, 51.238, 1.000080585e+01
1689113246.7267487, 23.669, 51.23, 1.000057125e+01
1689113248.1455562, 23.664, 51.228, 1.000056744e+01
1689113249.563775, 23.661, 51.23, 1.000055885e+01
1689113250.9821382, 23.664, 51.231, 1.000067425e+01
1689113252.400655, 23.66, 51.236, 1.000062466e+01
1689113253.819101, 23.663, 51.235, 1.000050259e+01
1689113255.2376418, 23.66, 51.232, 1.000070381e+01
1689113256.6559744, 23.655, 51.238, 1.000050449e+01
1689113258.0744448, 23.66, 51.24, 1.000039577e+01
1689113259.492979, 23.663, 51.242, 1.000037670e+01
1689113260.9115376, 23.657, 51.243, 1.000034904e+01
1689113262.3297825, 23.661, 51.246, 1.000048256e+01
1689113263.748328, 23.668, 51.248, 1.000025940e+01
1689113265.1667044, 23.661, 51.251, 1.000048065e+01
1689113266.5852332, 23.663, 51.254, 1.000037861e+01
1689113268.0036724, 23.661, 51.255, 1.000026226e+01
1689113269.4220488, 23.649, 51.264, 1.000049877e+01
1689113270.8405244, 23.658, 51.26, 1.000036812e+01
1689113272.2590148, 23.668, 51.271, 1.000026608e+01
1689113273.6773775, 23.658, 51.262, 1.000025368e+01
1689113275.0959487, 23.66, 51.261, 1.000041294e+01
1689113276.514373, 23.663, 51.259, 1.000055313e+01
1689113277.9327102, 23.652, 51.261, 1.000046730e+01
1689113279.3512354, 23.654, 51.26, 1.000047398e+01
1689113280.769859, 23.652, 51.261, 1.000051880e+01
1689113282.1882868, 23.651, 51.256, 1.000053024e+01
1689113283.6065567, 23.64, 51.248, 1.000055695e+01
1689113285.025036, 23.645, 51.255, 1.000046921e+01
1689113286.4436326, 23.641, 51.259, 1.000059223e+01
1689113287.861998, 23.631, 51.256, 1.000048065e+01
1689113289.2805588, 23.638, 51.246, 1.000060081e+01
1689113290.699082, 23.631, 51.249, 1.000070381e+01
1689113292.1173337, 23.634, 51.254, 1.000079632e+01
1689113293.5358272, 23.638, 51.256, 1.000080681e+01
1689113294.9543684, 23.634, 51.246, 1.000082779e+01
1689113296.3728344, 23.625, 51.254, 1.000081062e+01
1689113297.7911587, 23.629, 51.247, 1.000079918e+01
1689113299.2096467, 23.631, 51.248, 1.000077534e+01
1689113300.6281471, 23.622, 51.248, 1.000087070e+01
1689113302.0465078, 23.62, 51.242, 1.000060558e+01
1689113303.4649858, 23.617, 51.241, 1.000070190e+01
1689113304.8835588, 23.614, 51.235, 1.000056744e+01
1689113306.3019216, 23.618, 51.234, 1.000054550e+01
1689113307.720518, 23.608, 51.234, 1.000050354e+01
1689113309.138946, 23.597, 51.23, 1.000047112e+01
1689113310.5574853, 23.597, 51.219, 1.000049019e+01
1689113311.9757626, 23.599, 51.222, 1.000059128e+01
1689113313.3943634, 23.6, 51.219, 1.000036907e+01
1689113314.8126397, 23.603, 51.226, 1.000057983e+01
1689113316.2312498, 23.6, 51.234, 1.000033665e+01
1689113317.6495821, 23.596, 51.225, 1.000058365e+01
1689113319.067897, 23.602, 51.23, 1.000057602e+01
1689113320.4865615, 23.594, 51.224, 1.000045967e+01
1689113321.9050019, 23.588, 51.232, 1.000039482e+01
1689113323.323491, 23.579, 51.225, 1.000038815e+01
1689113324.7418075, 23.58, 51.218, 1.000030994e+01
1689113326.1603527, 23.585, 51.219, 1.000039673e+01
1689113327.57922, 23.585, 51.217, 1.000046539e+01
1689113328.9973266, 23.577, 51.214, 1.000059414e+01
1689113330.415663, 23.583, 51.215, 1.000062752e+01
1689113331.8342488, 23.577, 51.213, 1.000065327e+01
1689113333.2524836, 23.571, 51.217, 1.000044727e+01
1689113334.671009, 23.583, 51.222, 1.000047016e+01
1689113336.0895178, 23.566, 51.226, 1.000068951e+01
1689113337.508034, 23.585, 51.226, 1.000078583e+01
1689113338.9264, 23.58, 51.232, 1.000089550e+01
1689113340.344952, 23.579, 51.222, 1.000077248e+01
1689113341.7634182, 23.58, 51.229, 1.000090027e+01
1689113343.181743, 23.579, 51.224, 1.000067139e+01
1689113344.6002693, 23.576, 51.232, 1.000078583e+01
1689113346.0187757, 23.571, 51.227, 1.000089550e+01
1689113347.4371066, 23.576, 51.229, 1.000063419e+01
1689113348.8555777, 23.573, 51.227, 1.000086117e+01
1689113350.2740993, 23.568, 51.225, 1.000083351e+01
1689113351.6923778, 23.569, 51.228, 1.000079536e+01
1689113353.111009, 23.56, 51.227, 1.000060749e+01
1689113354.5295985, 23.559, 51.23, 1.000067902e+01
1689113355.9479766, 23.557, 51.236, 1.000043678e+01
1689113357.3663168, 23.559, 51.236, 1.000061989e+01
1689113358.7848263, 23.557, 51.228, 1.000049782e+01
1689113360.2036228, 23.563, 51.228, 1.000038052e+01
1689113361.6216543, 23.554, 51.227, 1.000050354e+01
1689113363.0401688, 23.566, 51.229, 1.000062084e+01
1689113364.4586525, 23.562, 51.22, 1.000062656e+01
1689113365.877018, 23.559, 51.219, 1.000049686e+01
1689113367.29558, 23.559, 51.214, 1.000061131e+01
1689113368.714103, 23.551, 51.212, 1.000025368e+01
1689113370.1325142, 23.539, 51.207, 1.000037193e+01
1689113371.5508623, 23.536, 51.201, 1.000033855e+01
1689113372.9696064, 23.539, 51.202, 1.000029659e+01
1689113374.3879578, 23.54, 51.202, 1.000042725e+01
1689113375.8062074, 23.542, 51.203, 1.000033283e+01
1689113377.2248437, 23.534, 51.201, 1.000047493e+01
1689113378.6431267, 23.545, 51.203, 1.000043678e+01
1689113380.0617065, 23.539, 51.205, 1.000043583e+01
1689113381.4801695, 23.54, 51.202, 1.000056839e+01
1689113382.8986218, 23.534, 51.195, 1.000071621e+01
1689113384.31699, 23.548, 51.199, 1.000090790e+01
1689113385.735535, 23.537, 51.202, 1.000078583e+01
1689113387.1541069, 23.54, 51.198, 1.000074577e+01
1689113388.5726678, 23.551, 51.189, 1.000079155e+01
1689113389.990796, 23.539, 51.182, 1.000078583e+01
1689113391.4092677, 23.53, 51.183, 1.000089455e+01
1689113392.8280962, 23.531, 51.184, 1.000078869e+01
1689113394.2461474, 23.525, 51.184, 1.000077820e+01
1689113395.664696, 23.528, 51.193, 1.000087643e+01
1689113397.0831873, 23.531, 51.192, 1.000075054e+01
1689113398.501553, 23.53, 51.203, 1.000084496e+01
1689113399.9200697, 23.528, 51.203, 1.000067234e+01
1689113401.3385656, 23.53, 51.228, 1.000076389e+01
1689113402.7572033, 23.53, 51.234, 1.000049019e+01
1689113404.1753974, 23.525, 51.251, 1.000046635e+01
1689113405.5938983, 23.53, 51.27, 1.000055885e+01
1689113407.0124462, 23.543, 51.29, 1.000053120e+01
1689113408.430759, 23.53, 51.311, 1.000066948e+01
1689113409.8494923, 23.53, 51.336, 1.000042152e+01
1689113411.267932, 23.525, 51.363, 1.000044060e+01
1689113412.686093, 23.528, 51.385, 1.000043583e+01
1689113414.1046653, 23.519, 51.413, 1.000043488e+01
1689113415.5230954, 23.525, 51.447, 1.000016403e+01
1689113416.9414473, 23.523, 51.475, 1.000028992e+01
1689113418.3599691, 23.531, 51.497, 1.000029755e+01
1689113419.7784722, 23.53, 51.527, 1.000039291e+01
1689113421.1970232, 23.537, 51.553, 1.000031948e+01
1689113422.615288, 23.539, 51.58, 1.000034904e+01
1689113424.0338204, 23.536, 51.605, 1.000037575e+01
1689113425.4524305, 23.542, 51.637, 1.000041103e+01
1689113426.870612, 23.543, 51.656, 1.000053215e+01
1689113428.2891304, 23.548, 51.688, 1.000034714e+01
1689113429.7076972, 23.542, 51.71, 1.000047398e+01
1689113431.1260085, 23.551, 51.729, 1.000069523e+01
1689113432.5445616, 23.553, 51.751, 1.000086689e+01
1689113433.963108, 23.548, 51.785, 1.000085640e+01
1689113435.3819282, 23.556, 51.795, 1.000063229e+01
1689113436.7998428, 23.551, 51.829, 1.000073814e+01
1689113438.2183998, 23.557, 51.842, 1.000072956e+01
1689113439.6370955, 23.559, 51.87, 1.000062370e+01
1689113441.0552294, 23.554, 51.892, 1.000085354e+01
1689113442.4737935, 23.553, 51.907, 1.000086689e+01
1689113443.8922515, 23.566, 51.934, 1.000073242e+01
1689113445.3105836, 23.56, 51.95, 1.000060749e+01
1689113446.7291327, 23.568, 51.975, 1.000050926e+01
1689113448.1476073, 23.573, 51.99, 1.000058460e+01
1689113449.5661855, 23.569, 52.012, 1.000045490e+01
1689113450.9846826, 23.574, 52.034, 1.000064945e+01
1689113452.403032, 23.58, 52.054, 1.000040436e+01
1689113453.82166, 23.579, 52.079, 1.000049114e+01
1689113455.2398622, 23.582, 52.086, 1.000059414e+01
1689113456.6583009, 23.576, 52.104, 1.000036526e+01
1689113458.0767572, 23.583, 52.113, 1.000058174e+01
1689113459.495169, 23.58, 52.121, 1.000034237e+01
1689113460.91369, 23.585, 52.134, 1.000033665e+01
1689113462.3321612, 23.592, 52.141, 1.000029850e+01
1689113463.7505064, 23.589, 52.153, 1.000050545e+01
1689113465.1690264, 23.596, 52.173, 1.000048733e+01
1689113466.5875041, 23.594, 52.182, 1.000050259e+01
1689113468.006166, 23.603, 52.199, 1.000037956e+01
1689113469.4243655, 23.608, 52.219, 1.000040531e+01
1689113470.8429153, 23.608, 52.237, 1.000040340e+01
1689113472.261247, 23.611, 52.258, 1.000043678e+01
1689113473.6797395, 23.602, 52.287, 1.000033283e+01
1689113475.0982304, 23.609, 52.308, 1.000047874e+01
1689113476.5168412, 23.612, 52.327, 1.000044823e+01
1689113477.9352925, 23.606, 52.342, 1.000081635e+01
1689113479.3536925, 23.625, 52.358, 1.000070953e+01
1689113480.7721772, 23.617, 52.376, 1.000071239e+01
1689113482.190394, 23.62, 52.375, 1.000072289e+01
1689113483.6090002, 23.612, 52.381, 1.000072861e+01
1689113485.0274463, 23.622, 52.383, 1.000073051e+01
1689113486.4457986, 23.628, 52.394, 1.000071430e+01
1689113487.864311, 23.634, 52.4, 1.000060463e+01
1689113489.282822, 23.645, 52.401, 1.000060940e+01
1689113490.701342, 23.643, 52.395, 1.000062656e+01
1689113492.1196926, 23.637, 52.39, 1.000082397e+01
1689113493.5381973, 23.643, 52.379, 1.000055695e+01
1689113494.9565947, 23.654, 52.364, 1.000051975e+01
1689113496.3750103, 23.651, 52.361, 1.000048065e+01
1689113497.793525, 23.654, 52.356, 1.000045490e+01
1689113499.21201, 23.657, 52.343, 1.000043583e+01
1689113500.6304553, 23.652, 52.335, 1.000029373e+01
1689113502.0488875, 23.654, 52.328, 1.000038242e+01
1689113503.4674382, 23.655, 52.316, 1.000025368e+01
1689113504.8858566, 23.658, 52.314, 1.000043392e+01
1689113506.3043194, 23.661, 52.305, 1.000044918e+01
